,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000265531,99.16958296937011,-1.5625758129973206,0.44767360128264755,-3.4904354612832256,0.0004822340728703246,0.059950109297484525
ENSG00000280206,121.9406024827776,0.6843261257540414,0.1964505602201563,3.483452146876738,0.0004949916030704816,0.060937033268115434
ENSG00000259969,210.46265154514367,-0.4680501218192175,0.13446577957689085,-3.4808121686571925,0.0004998959191105712,0.060937033268115434
ENSG00000186352,472.6393398851777,1.2032207737043985,0.3455326240970918,3.482220461377631,0.0004972741087574326,0.060937033268115434
ENSG00000110921,617.6895445103182,-0.5065115587699531,0.14583096576301138,-3.473278505150138,0.0005141415386593691,0.06213341248725682
ENSG00000203685,1411.0717467503341,-0.6891418323236115,0.19869091182368706,-3.4684114436755786,0.0005235450463011351,0.06213341248725682
ENSG00000162188,1344.1172829191075,-0.8838583376154114,0.25455291726466656,-3.4721988147416774,0.0005162138859146617,0.06213341248725682
ENSG00000202538,23.572239947834323,2.769595203847021,0.7983302769871188,3.4692348313525243,0.0005219430202302064,0.06213341248725682
ENSG00000272479,16.567066196302893,-1.4503403566125586,0.41818188469714723,-3.468204648948182,0.0005239481162995076,0.06213341248725682
ENSG00000043143,2431.4846785279874,0.8147142819840452,0.23505943522302897,3.4659926805789714,0.0005282776609781087,0.06230820844617477
ENSG00000165516,1318.6097031987597,0.2699620267194067,0.07815499740475185,3.4541876486965752,0.0005519531793491745,0.06289782134316609
ENSG00000158578,13.45626835649989,-2.2769208058764527,0.6589607857544418,-3.4553206428962455,0.0005496387451069332,0.06289782134316609
ENSG00000171877,1521.07537034806,0.2729204113601681,0.07899613393394947,3.454857823654551,0.000550583078987033,0.06289782134316609
ENSG00000232884,28.592959519356043,1.348430824107635,0.3900246693043663,3.4572962436264527,0.0005456246810916193,0.06289782134316609
ENSG00000162367,516.0931674416734,0.48226585112187464,0.1394443611484881,3.4584822731435603,0.0005432280196687068,0.06289782134316609
ENSG00000167549,627.4153463999949,-0.8851563531318974,0.25577024003272225,-3.4607480253318528,0.0005386767575739823,0.06289782134316609
ENSG00000100852,4268.567485525526,0.41370845099037123,0.1197955251289554,3.4534549645742576,0.000553454706594312,0.06289782134316609
ENSG00000214313,35.531508666190064,1.0019021429462083,0.29052146255009587,3.448633826058362,0.0005634301946516787,0.06369972459740741
ENSG00000233639,297.23277103699695,0.8368162950690433,0.24301323951533743,3.443500842744121,0.0005742348042929404,0.06458661561686577
ENSG00000104722,27660.427576852904,-0.6551407970669383,0.1904336041414352,-3.4402583515689,0.0005811591461775894,0.0646984314775255
ENSG00000278233,2576.4431597678345,2.7308061354655004,0.793658356461136,3.4407829429806087,0.0005800336350077693,0.0646984314775255
ENSG00000203883,177.85586887592996,-0.655595960826372,0.19080829677527097,-3.4358881238718655,0.0005906148094999914,0.06508694516813036
ENSG00000136944,100.84721471613771,-0.9331175307238972,0.2714793682528968,-3.4371581779085725,0.0005878521925032551,0.06508694516813036
ENSG00000268858,133.84638481386557,-0.4785314005773823,0.13966774046487487,-3.4262128032187107,0.0006120606493766681,0.06578898211526552
ENSG00000140750,1132.8257969835745,0.4553106230037943,0.13287777155391353,3.4265371677990375,0.0006113300908593276,0.06578898211526552
ENSG00000160606,62.62261028842072,-0.7248409921283355,0.21144607320892875,-3.428018222935377,0.0006080046459527382,0.06578898211526552
ENSG00000113269,5098.004089606033,0.2784262185804039,0.08123692616703128,3.427335716862694,0.0006095349945881314,0.06578898211526552
ENSG00000134086,874.8598502300247,0.2821927650824153,0.08236058270429432,3.426308506043409,0.0006118450157687222,0.06578898211526552
ENSG00000178665,420.5408776823956,0.4236215346168903,0.12406741528891176,3.4144463607178133,0.0006391177654595665,0.06761483585237142
ENSG00000172346,989.4327561717276,-0.5710796258854071,0.1673024123173078,-3.41345721185592,0.0006414423016242386,0.06761483585237142
ENSG00000108932,196.22172590413706,-0.8181854146723172,0.2396905025064828,-3.413507861665016,0.0006413230819403017,0.06761483585237142
ENSG00000176463,2758.4271198214137,0.29887714358076156,0.08749104520244637,3.4160883881223145,0.0006352762336123891,0.06761483585237142
ENSG00000123416,26051.455882054423,-0.47090249095342945,0.13806543742794408,-3.410719581424511,0.0006479168986912916,0.06796897466078838
ENSG00000228107,85.91888286519783,0.7314739379733869,0.21473877751103407,3.4063430296645003,0.0006583939860346164,0.06862169869627144
ENSG00000183780,421.6144926727633,1.2048171525586988,0.3537856289300234,3.4055005461994163,0.0006604288142170946,0.06862169869627144
ENSG00000183323,291.2725963436822,0.3801629770273557,0.11182838710095658,3.399521238593486,0.0006750393700904186,0.06947810875175912
ENSG00000102974,1349.0580181855798,0.3073297333809917,0.09037111924715689,3.4007516554096497,0.0006720084881387737,0.06947810875175912
ENSG00000145022,1174.209146563221,-0.3754790803582168,0.11064352034485589,-3.393593038145535,0.0006898212168739441,0.07009544505381465
ENSG00000185955,193.7070475824273,1.7052587722948318,0.5023728111048037,3.3944089620309588,0.0006877690246120616,0.07009544505381465
ENSG00000158411,578.0774526046282,0.4583866374118417,0.13508761338490582,3.3932543919164395,0.0006906746419143057,0.07009544505381465
